BOR;AN;FI;FI_EJ;AUTOR;LACTA;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCUNDC;ACCMU;ACCMUDC;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2017;010000024;010780054;TYPE2;;31;9;6;;5;2452;203;337;23;202;15;0;0;10219;2285;1433;0;1948;9331;370;2773;17;1907;10;41;2;7;;1992;3076;6723;;21;0;1;551;587;451;25;;27;0;0
PERINAT;2017;010000032;010780062;TYPE1;;10;;;;2;547;68;0;0;0;0;0;0;1804;0;0;0;380;1633;67;362;0;379;3;1;0;4;2;382;1856;1873;37;7;0;1;94;96;64;8;0;7;0;0
PERINAT;2017;010005239;010008407;TYPE1;;21;;;;3;740;75;0;0;0;0;0;0;2571;0;0;0;574;2366;132;748;0;571;1;3;0;8;;577;;;;10;0;1;121;177;92;4;;0;0;0
PERINAT;2017;010780203;010010718;TYPE1;;15;;;;3;996;70;0;0;0;0;0;0;3702;0;0;0;753;3263;148;827;0;749;2;4;0;5;;758;;;;4;0;0;0;0;0;0;;2;0;0
PERINAT;2017;020000089;020000022;CPPR;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;0;;;;;;;0;
PERINAT;2017;020000162;020000063;TYPE2;;28;9;6;0;4;1727;160;385;10;326;16;0;0;6487;2631;2044;0;1266;5618;268;1405;16;1226;7;40;2;5;0;1318;18559;1461;172;16;0;1;419;366;299;32;1;6;0;0
PERINAT;2017;020000394;020000253;TYPE2;;20;6;4;;3;1204;73;277;11;92;11;0;0;4937;1711;533;0;826;4217;197;1313;1;808;3;18;0;9;0;852;;;;4;0;1;254;222;213;11;0;4;0;0
PERINAT;2017;020000519;020000261;TYPE2;;28;6;4;;3;1698;168;275;12;84;10;0;0;6175;1701;346;0;1121;5260;208;1278;0;1105;6;16;0;3;;1137;;;;12;0;1;341;358;284;19;;4;0;0
PERINAT;2017;020000535;020000287;TYPE1;;16;;;;3;816;53;0;0;0;0;0;0;3396;0;0;0;594;2885;116;719;0;588;6;6;0;3;;604;18282;2191;371;13;0;1;216;282;143;10;0;0;0;0
PERINAT;2017;020001061;020004404;TYPE2;;15;6;;;3;880;49;196;14;0;0;0;0;3614;1062;0;0;665;3168;153;857;0;660;1;5;0;11;;674;4839;5841;39;6;0;1;108;109;44;4;1;3;0;0
PERINAT;2017;020010047;020001632;TYPE1;;20;;;;4;865;83;0;0;0;0;0;0;3098;0;0;0;594;2760;164;890;0;591;2;3;0;4;;597;;;;1;0;0;0;0;0;0;1;3;0;0
PERINAT;2017;030000061;030780092;TYPE2;;20;6;;;4;1341;78;165;11;0;0;0;0;5270;1204;0;0;1020;4716;191;1116;2;1004;4;16;0;8;;1036;9803;8020;679;12;0;1;167;167;96;12;;10;0;0
PERINAT;2017;030000079;030780100;TYPE2;;24;6;2;;3;1383;121;192;10;41;4;0;0;4852;1331;328;0;1021;4346;125;662;1;1005;10;16;0;3;1;1045;1800;4305;;18;0;1;290;282;187;11;;3;0;0
PERINAT;2017;030000087;030780118;TYPE2;;18;6;;;;1355;90;166;6;0;0;0;0;4976;1511;0;0;1053;4450;213;1133;3;1040;7;13;1;4;;1078;;;;18;0;1;235;275;104;8;;7;0;0
PERINAT;2017;030781116;030000426;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;5;13;5;;;2;0;0
PERINAT;2017;040000093;040780215;TYPE1;;18;;;;2;1101;96;0;0;0;0;0;0;4017;0;0;0;749;3332;148;884;1;741;4;8;1;5;18;760;4774;5545;;49;0;1;323;224;235;1;;6;0;0
PERINAT;2017;040000135;050002948;;EXT;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249;687;0;0;0;0;0;;0;0;;0;0;0
PERINAT;2017;040000911;040788879;TYPE1;;10;;;;2;624;128;0;0;0;0;0;0;2048;0;0;0;364;1665;84;563;0;361;1;3;0;1;;369;1784;1957;;18;0;1;159;151;99;1;;0;0;0
PERINAT;2017;050000231;050000116;TYPE1;;9;;;;2;480;55;0;0;0;0;0;0;1859;0;0;0;366;1720;78;505;1;366;2;0;0;1;;367;3598;2411;2;13;1;1;117;129;108;2;3;0;0;0
PERINAT;2017;050000256;050000124;CPPR;;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;25;406;4;0;0;0;0;;0;0;;0;0;0
PERINAT;2017;050000348;050002948;TYPE2;;22;4;0;0;4;1310;83;186;8;0;0;0;0;5066;1107;0;0;928;4269;206;1295;1;918;5;10;0;4;0;941;5447;3742;67;36;1;1;136;122;34;10;9;1;0;0
PERINAT;2017;060000478;060780897;TYPE2;;32;9;3;;6;2061;107;225;10;84;11;0;0;8414;1755;516;0;1757;7770;241;1445;3;1730;9;27;0;7;;1788;;;;47;0;1;307;418;215;16;;4;0;0
PERINAT;2017;060000510;060780954;TYPE2;;16;4;;;3;1308;78;223;11;0;0;0;0;4497;1547;0;0;1025;3985;155;911;0;1013;6;12;0;3;0;1033;10330;3867;363;131;0;1;385;192;297;11;5;8;0;0
PERINAT;2017;060000544;060780988;TYPE2;;28;6;;;4;1874;115;157;17;0;0;0;0;7819;1466;0;0;1459;6947;294;1823;0;1438;7;21;0;6;0;1494;8881;2064;107;18;0;1;352;401;180;43;13;11;0;0
PERINAT;2017;060002102;060791761;CPPR;;0;;;;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2303;2259;;0;0;1;160;136;133;1;0;0;0;0
PERINAT;2017;060021417;060000221;;;0;;;;;38;37;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;82;91;0;3;;8;0;0
PERINAT;2017;060780517;060000239;TYPE1;;21;0;0;0;5;1180;113;0;0;0;0;0;0;4064;0;0;0;968;3882;219;1088;0;964;3;4;0;10;;972;;;;79;0;1;264;297;137;6;;11;0;0
PERINAT;2017;060780590;060000270;;;;;;;;25;24;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;38;47;0;3;;2;0;0
PERINAT;2017;060780699;060000346;;;2;;;;;79;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;87;90;4;0;;9;0;0
PERINAT;2017;060780715;060000361;TYPE1;;30;;;;6;1909;139;0;0;0;0;0;0;6837;0;0;0;1544;6194;366;1857;0;1523;7;21;0;14;;1565;;;;85;0;1;0;0;0;0;;15;1;667
PERINAT;2017;060780756;060000403;TYPE2;;53;6;;;5;2748;286;345;6;0;0;0;0;10538;1530;0;0;2214;9827;658;3702;0;2187;7;27;0;10;;2241;;;;90;0;1;123;166;0;5;;8;0;0
PERINAT;2017;060781200;060000635;;;0;0;0;0;0;25;23;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;185;144;93;5;;3;0;0
PERINAT;2017;060789195;060785011;TYPE3;;59;20;9;8;9;3985;159;358;2;238;2;297;11;19706;5437;3285;2880;3224;16922;639;4886;63;3123;82;101;8;5;;3395;5479;4394;56;84;0;1;955;1013;310;143;20;103;1;356
PERINAT;2017;070000013;070002878;TYPE1;;9;;;;2;323;37;0;0;0;0;0;0;1075;0;0;0;227;928;33;171;0;226;0;1;0;0;0;231;2683;1391;195;2;0;1;90;92;66;6;;5;0;0
PERINAT;2017;070000096;070780184;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;1375;10;;;0;;;;;;;0;
PERINAT;2017;070000179;070780358;TYPE2;;19;6;;;3;971;65;418;45;0;0;0;0;3699;1634;0;0;690;3161;174;1058;0;682;3;8;0;4;;698;3688;4617;;8;0;1;104;64;71;4;1;0;0;0
PERINAT;2017;070000195;070780374;CPPR;;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;383;2295;94;0;0;0;0;;0;0;0;0;0;0
PERINAT;2017;070000609;070005566;TYPE2;;16;4;;;3;889;87;81;7;0;0;0;0;3186;726;0;0;666;2893;191;1147;0;659;5;7;0;3;;681;;;;23;0;1;277;285;180;10;;2;0;0
PERINAT;2017;070780424;070000245;TYPE1;;26;;;;4;1277;119;0;0;0;0;0;0;4846;0;0;0;969;4229;240;1408;4;962;4;7;0;23;;976;;;;10;18;0;0;0;0;0;;0;1;391
PERINAT;2017;080000110;080000037;TYPE2;;16;4;;;2;886;78;148;7;0;0;0;0;3159;1020;0;0;583;2653;129;773;0;573;4;10;1;5;;597;3233;5083;17;5;0;1;167;146;137;5;;2;0;0
PERINAT;2017;080000219;080001969;CPPR;;0;0;0;0;;57;56;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1318;3214;142;0;0;1;42;0;0;1;;9;0;0
PERINAT;2017;080000276;080001969;CPPR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;415;299;7;0;0;0;0;;0;0;;0;0;0
PERINAT;2017;080000425;080000615;TYPE2;;26;6;6;;6;1966;119;267;12;126;14;0;0;7708;1587;1100;0;1421;6560;291;1708;2;1400;11;21;0;6;;1451;10141;41294;548;18;0;1;236;309;140;15;;6;1;100
PERINAT;2017;090000175;090781774;TYPE2;;23;4;;;2;1277;80;219;53;0;0;0;0;5522;1245;0;0;974;4879;205;1419;6;965;9;9;0;6;;992;1556;4347;;60;0;1;359;388;285;14;;4;0;0
PERINAT;2017;090000183;090781816;TYPE1;;4;;;;2;239;32;0;0;0;0;0;0;776;0;0;0;183;723;24;131;0;183;1;0;0;6;;185;4242;586;160;20;0;1;113;94;89;1;5;1;0;0
PERINAT;2017;090001629;090780107;CPPR;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;518;200;;;0;;;;;;;0;
PERINAT;2017;100000090;100000017;TYPE3;EXT;51;6;3;6;5;2831;192;665;6;185;5;142;7;11149;4014;1163;2088;2103;9416;476;2875;32;2061;16;42;2;2;0;2172;14778;11583;;62;0;1;681;706;467;49;4;1;0;0
PERINAT;2017;100000199;100006279;TYPE1;;18;;;;3;786;103;0;0;0;0;0;0;2607;0;0;0;440;1915;101;589;0;437;1;3;1;6;;448;3870;5182;;11;0;1;72;31;35;7;;0;0;0
PERINAT;2017;100002351;100000561;TYPE1;;15;;;;2;702;89;0;0;0;0;0;0;2298;0;0;0;456;1953;118;638;0;454;1;2;0;4;;465;;;;6;0;1;87;129;45;42;;7;0;0
PERINAT;2017;110000023;110780061;TYPE2;;39;6;0;0;5;2170;173;331;11;0;0;0;0;8721;2671;0;0;1580;7646;292;1919;0;1565;7;15;1;7;0;1610;14370;5354;177;39;0;1;555;541;357;32;3;4;0;0
PERINAT;2017;110000056;110780137;TYPE1;;15;;;;4;1090;99;0;0;0;0;0;0;3957;0;0;0;824;3582;166;952;0;816;2;8;0;6;;837;;;;38;0;1;467;443;378;28;;1;0;0
PERINAT;2017;110780228;110000114;TYPE1;;17;;;;3;939;104;0;0;0;0;0;0;3096;0;0;0;526;2195;166;867;0;516;1;10;0;8;;537;;;;26;0;1;174;180;122;2;;17;0;0
PERINAT;2017;110780483;110000155;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;58;71;43;3;;0;0;0
PERINAT;2017;120000039;120780044;TYPE2;;24;10;2;0;3;1715;80;314;14;97;17;0;0;7001;2250;506;0;1351;5993;259;1587;12;1325;6;26;1;13;;1384;12562;4219;224;25;0;1;295;277;207;15;0;12;1;0
PERINAT;2017;120000054;120780069;TYPE1;;12;;;;3;745;76;0;0;0;0;0;0;2733;0;0;0;528;2367;106;647;1;523;2;5;0;10;13;540;6281;2631;94;21;2;1;129;124;97;5;;1;0;0
PERINAT;2017;120000070;120780085;CPPR;;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;587;993;31;0;0;1;78;72;68;0;;0;0;0
PERINAT;2017;120004569;120004528;TYPE1;;12;;;;2;357;32;0;0;0;0;0;0;1243;0;0;0;260;1073;53;302;0;258;1;2;0;5;6;262;2567;2487;49;16;0;1;100;77;88;3;3;0;0;0
PERINAT;2017;120004668;120004619;TYPE1;;6;;;;2;310;31;0;0;0;0;0;0;1093;0;0;0;229;965;35;183;0;228;1;1;0;1;0;230;1087;2064;190;12;0;1;27;19;27;0;;0;0;0
PERINAT;2017;130000409;130041916;TYPE2;;35;6;6;;6;2235;163;394;13;162;6;0;0;9206;2437;2121;0;1655;7722;339;2181;10;1610;9;45;1;5;;1709;13624;9059;;51;0;1;954;914;530;50;12;29;1;416
PERINAT;2017;130000565;130781446;TYPE1;;16;0;;;3;1147;80;0;0;0;0;0;0;4544;0;0;0;814;3834;168;984;0;805;1;9;0;7;;830;10051;2219;;9;0;1;353;347;271;8;1;7;0;0
PERINAT;2017;130001225;130782634;TYPE2;;21;6;0;0;3;1587;114;256;19;0;0;0;0;6438;1478;0;0;1124;5376;234;1460;1;1112;4;12;0;8;;1140;;;;14;0;1;359;249;226;36;12;16;0;0
PERINAT;2017;130002215;130785512;TYPE1;;20;;;;3;1138;77;0;0;0;0;0;0;4090;0;0;0;910;3762;138;735;0;899;1;11;0;6;;;13307;1012;;112;0;1;491;440;403;23;;14;0;0
PERINAT;2017;130002827;130789274;TYPE1;;20;0;0;0;3;1232;101;0;0;0;0;0;0;4703;0;0;0;965;4349;162;937;0;961;2;4;0;10;0;974;1185;3016;311;9;0;1;154;192;105;3;6;0;0;0
PERINAT;2017;130002835;130789316;TYPE2;;38;7;3;0;5;2570;205;337;21;152;6;0;0;9598;1684;1235;0;1872;8160;439;2576;1;1843;7;29;1;5;0;1901;15103;11075;524;28;0;1;700;689;426;21;6;0;0;0
PERINAT;2017;130008253;130001084;TYPE1;;45;;;;5;1808;134;0;0;0;0;0;0;6594;0;0;0;1354;5604;263;1463;0;1347;10;7;0;4;;1390;;;;30;0;1;260;288;245;15;;22;0;0
PERINAT;2017;130780521;130786049;TYPE3;;50;9;16;11;5;3200;93;470;19;389;8;410;30;17170;2737;5816;3306;2376;13664;595;5819;5;2276;80;100;10;18;;2506;;;;144;2;1;614;782;304;80;;60;0;0
PERINAT;2017;130781289;130002447;;;0;;;;;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;7;3;6;0;;0;0;0
PERINAT;2017;130781370;130000532;;;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;11;27;6;0;;0;0;0
PERINAT;2017;130781479;130000599;TYPE1;;15;;;;3;547;41;0;0;0;0;0;0;2398;0;0;0;428;2092;92;590;0;422;0;6;0;7;;436;;;;1;0;1;10;24;0;2;;4;0;0
PERINAT;2017;130783236;130786049;TYPE3;;62;24;15;15;5;4110;199;843;39;438;6;586;194;20588;8507;5002;5057;2920;16197;690;5821;1;2832;61;88;3;14;;3074;;;;170;1;1;2523;2392;1198;250;;24;1;565
PERINAT;2017;130783327;130001415;TYPE2;;40;6;;;5;2463;215;614;28;0;0;0;0;10481;1835;0;0;1935;9292;470;2821;5;1900;6;35;2;26;;1970;;;;25;0;1;144;223;97;1;;7;1;978
PERINAT;2017;130783665;130043722;;;0;0;0;0;0;8;7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;257;210;214;2;;0;0;0
PERINAT;2017;130784713;130038847;TYPE2;;36;12;;;8;3319;875;1176;5;0;0;0;0;11279;4016;0;0;2240;10490;539;3433;6;2216;11;24;2;4;;2264;;;;21;0;1;132;176;117;1;;12;0;0
PERINAT;2017;130785652;130014228;TYPE2;;85;18;12;0;10;5856;214;2234;85;668;41;0;0;22974;7308;4796;0;4785;20118;838;4436;14;4699;38;86;0;18;0;4879;7428;18781;0;68;0;0;0;0;0;0;0;74;1;598
PERINAT;2017;130786361;130002447;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;1;1;1;0;;0;0;0
PERINAT;2017;130786445;130002488;TYPE2;;62;12;;;7;3188;233;901;24;0;0;0;0;15452;4521;0;0;2576;13293;589;4132;5;2535;7;41;1;21;;2648;;2944;315;14;0;0;0;0;0;0;;5;0;0
PERINAT;2017;140000027;140000035;TYPE2;;32;9;3;;4;1673;91;493;7;122;18;0;0;7257;2805;390;0;1316;6499;262;1711;13;1295;6;21;0;5;;1340;4392;8358;129;6;0;1;256;259;128;27;;24;0;0
PERINAT;2017;140000076;140000084;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;958;1163;68;;;1;3;;3;0;;0;0;
PERINAT;2017;140000209;140000100;TYPE3;INT;70;15;10;14;7;4348;509;696;17;280;8;338;30;20226;5227;2835;4000;3078;16840;616;4836;4;2983;36;95;6;3;;3193;15017;15773;407;118;0;1;871;891;498;79;20;30;1;457
PERINAT;2017;140000233;140000118;CPPR;;;;;;;12;8;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1562;3910;97;0;0;1;33;31;30;0;;0;0;0
PERINAT;2017;140000373;140000159;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;480;1044;45;0;0;0;0;0;0;0;0;0;0;0
PERINAT;2017;140016759;140003146;TYPE2;;44;6;;;5;2237;185;262;14;0;0;0;0;9251;1371;0;0;1820;8613;405;2430;1;1802;9;18;0;9;21;1859;;;;13;0;1;37;28;0;3;;21;0;0
PERINAT;2017;140024886;140000092;TYPE1;;16;;;;3;757;129;0;0;0;0;0;0;2473;0;0;0;503;2188;121;637;0;501;2;2;0;7;0;507;3836;2343;187;7;0;1;112;103;71;3;3;4;0;0
PERINAT;2017;140026410;140026279;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;71;61;71;0;;0;0;0
PERINAT;2017;140026709;140000415;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;20;32;14;0;0;0;0;0
PERINAT;2017;150000032;150780088;TYPE1;;15;;;;2;448;71;0;0;0;0;0;0;1423;0;0;0;293;1254;77;405;0;290;0;3;0;12;0;296;2398;12312;142;1;0;1;50;54;43;0;0;3;0;0
PERINAT;2017;150000040;150780096;TYPE2;;22;6;;;2;1051;81;307;49;0;0;0;0;4327;1490;0;0;783;3878;145;909;1;775;1;8;0;8;;791;11506;7243;;3;0;1;250;235;146;14;0;6;0;0
PERINAT;2017;150000164;150780468;CPPR;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0;0;161;3726;28;;;0;0;0;0;0;0;;0;
PERINAT;2017;150780732;150000271;;;;;;;;8;6;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;6;10;5;0;;0;0;0
PERINAT;2017;160000253;160000451;TYPE2;;30;7;6;;5;1941;146;403;33;139;18;0;0;7097;2279;985;0;1400;6113;251;1341;7;1363;5;37;1;6;;1451;15733;10131;280;28;0;1;496;463;371;32;;0;0;0
PERINAT;2017;160000303;160006037;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;695;8412;32;;;0;;;;;;;0;
PERINAT;2017;160000337;160000493;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;301;1204;;0;0;1;0;1;0;0;;0;0;0
PERINAT;2017;160013207;160001632;TYPE1;;40;;;;6;1252;129;0;0;0;0;0;0;4202;0;0;0;943;3763;178;874;0;935;5;8;0;15;;956;;;;17;0;1;93;86;23;8;;2;0;0
